number,title,url,difficulty,likes,dislikes,accepted,submissions,acceptance,popularity
728,Self Dividing Numbers,https://leetcode.com/problems/self-dividing-numbers,Easy,963,334,161503,211653,76.30555673673418,2.8832335329341316
278,First Bad Version,https://leetcode.com/problems/first-bad-version,Easy,2659,929,623199,1602313,38.89371177791106,2.86221743810549
1622,Fancy Sequence,https://leetcode.com/problems/fancy-sequence,Hard,203,71,5235,35048,14.936658297192421,2.859154929577465
1036,Escape a Large Maze,https://leetcode.com/problems/escape-a-large-maze,Hard,349,123,13316,38991,34.151470852247954,2.83739837398374
341,Flatten Nested List Iterator,https://leetcode.com/problems/flatten-nested-list-iterator,Medium,2578,913,245777,431804,56.91864827560652,2.823658269441402
1705,Maximum Number of Eaten Apples,https://leetcode.com/problems/maximum-number-of-eaten-apples,Medium,372,133,11423,32791,34.83577810984721,2.7969924812030076
912,Sort an Array,https://leetcode.com/problems/sort-an-array,Medium,1199,430,179502,283024,63.422889931595904,2.7883720930232556
1361,Validate Binary Tree Nodes,https://leetcode.com/problems/validate-binary-tree-nodes,Medium,512,186,26731,63178,42.31061445439868,2.752688172043011
745,Prefix and Suffix Search,https://leetcode.com/problems/prefix-and-suffix-search,Hard,818,298,41322,116905,35.346648988494934,2.7449664429530203
1929,Concatenation of Array,https://leetcode.com/problems/concatenation-of-array,Easy,225,82,44228,47516,93.08022560821618,2.7439024390243905
1817,Finding the Users Active Minutes,https://leetcode.com/problems/finding-the-users-active-minutes,Medium,211,77,17978,22749,79.02764956701394,2.74025974025974
971,Flip Binary Tree To Match Preorder Traversal,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal,Medium,604,222,31908,64091,49.78546129721802,2.720720720720721
1796,Second Largest Digit in a String,https://leetcode.com/problems/second-largest-digit-in-a-string,Easy,141,52,16634,34352,48.42221704704239,2.7115384615384617
645,Set Mismatch,https://leetcode.com/problems/set-mismatch,Easy,1293,479,139996,342206,40.90986131160763,2.69937369519833
961,N-Repeated Element in Size 2N Array,https://leetcode.com/problems/n-repeated-element-in-size-2n-array,Easy,731,271,158511,211267,75.02875508243123,2.697416974169742
853,Car Fleet,https://leetcode.com/problems/car-fleet,Medium,899,334,56327,122696,45.907772054508705,2.691616766467066
517,Super Washing Machines,https://leetcode.com/problems/super-washing-machines,Hard,456,170,19919,51255,38.86254999512243,2.6823529411764704
910,Smallest Range II,https://leetcode.com/problems/smallest-range-ii,Medium,827,309,28110,88923,31.611619041192938,2.676375404530744
953,Verifying an Alien Dictionary,https://leetcode.com/problems/verifying-an-alien-dictionary,Easy,2062,779,273917,525825,52.09280654210051,2.6469833119383823
191,Number of 1 Bits,https://leetcode.com/problems/number-of-1-bits,Easy,1781,677,536249,957669,55.995234261524594,2.6307237813884785
80,Remove Duplicates from Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,Medium,2173,832,348402,735706,47.35614498182698,2.6117788461538463
820,Short Encoding of Words,https://leetcode.com/problems/short-encoding-of-words,Medium,627,241,42417,77111,55.00771614944691,2.6016597510373445
1492,The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n,Medium,393,154,52027,82791,62.84137164667657,2.551948051948052
942,DI String Match,https://leetcode.com/problems/di-string-match,Easy,1335,525,90684,121438,74.6751428712594,2.5428571428571427
43,Multiply Strings,https://leetcode.com/problems/multiply-strings,Medium,2965,1177,401583,1121190,35.81756883311481,2.5191163976210706
61,Rotate List,https://leetcode.com/problems/rotate-list,Medium,2984,1186,416990,1275613,32.68938149736636,2.5160202360876895
855,Exam Room,https://leetcode.com/problems/exam-room,Medium,806,321,40743,93795,43.43834959219575,2.5109034267912773
1568,Minimum Number of Days to Disconnect Island,https://leetcode.com/problems/minimum-number-of-days-to-disconnect-island,Hard,263,106,6661,13353,49.8839212162061,2.481132075471698
217,Contains Duplicate,https://leetcode.com/problems/contains-duplicate,Easy,2141,872,916082,1575751,58.136215683823146,2.455275229357798
1486,XOR Operation in an Array,https://leetcode.com/problems/xor-operation-in-an-array,Easy,604,247,101823,121251,83.97703936462379,2.445344129554656
1397,Find All Good Strings,https://leetcode.com/problems/find-all-good-strings,Hard,219,92,3198,8157,39.205590290547995,2.380434782608696
122,Best Time to Buy and Sell Stock II,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,Easy,5127,2158,919856,1537688,59.820717856938465,2.3758109360519
633,Sum of Square Numbers,https://leetcode.com/problems/sum-of-square-numbers,Medium,1010,426,115422,333380,34.62175295458636,2.3708920187793425
1576,Replace All ?'s to Avoid Consecutive Repeating Characters,https://leetcode.com/problems/replace-all-s-to-avoid-consecutive-repeating-characters,Easy,301,127,36227,71658,50.555416003795806,2.37007874015748
324,Wiggle Sort II,https://leetcode.com/problems/wiggle-sort-ii,Medium,1655,712,105717,337979,31.279162314818375,2.324438202247191
867,Transpose Matrix,https://leetcode.com/problems/transpose-matrix,Easy,797,348,109239,177399,61.578137419038434,2.2902298850574714
1073,Adding Two Negabinary Numbers,https://leetcode.com/problems/adding-two-negabinary-numbers,Medium,176,77,9717,27839,34.90427098674521,2.2857142857142856
197,Rising Temperature,https://leetcode.com/problems/rising-temperature,Easy,646,283,172868,420681,41.09241919649331,2.282685512367491
1638,Count Substrings That Differ by One Character,https://leetcode.com/problems/count-substrings-that-differ-by-one-character,Medium,391,172,11704,16333,71.65860527765872,2.2732558139534884
332,Reconstruct Itinerary,https://leetcode.com/problems/reconstruct-itinerary,Medium,3130,1391,233876,599012,39.04362516944569,2.250179726815241
1023,Camelcase Matching,https://leetcode.com/problems/camelcase-matching,Medium,423,188,25547,43949,58.12874013060593,2.25
1833,Maximum Ice Cream Bars,https://leetcode.com/problems/maximum-ice-cream-bars,Medium,220,98,25166,39262,64.0976007335337,2.2448979591836733
1711,Count Good Meals,https://leetcode.com/problems/count-good-meals,Medium,352,158,18159,65743,27.621191609753133,2.2278481012658227
176,Second Highest Salary,https://leetcode.com/problems/second-highest-salary,Easy,1356,617,374380,1087718,34.41884753217286,2.1977309562398704
504,Base 7,https://leetcode.com/problems/base-7,Easy,370,173,72998,155947,46.809492968765035,2.138728323699422
14,Longest Common Prefix,https://leetcode.com/problems/longest-common-prefix,Easy,5206,2444,1166241,3111954,37.47616449343403,2.130114566284779
1177,Can Make Palindrome from Substring,https://leetcode.com/problems/can-make-palindrome-from-substring,Medium,436,205,17532,47932,36.576817157639994,2.126829268292683
1616,Split Two Strings to Make Palindrome,https://leetcode.com/problems/split-two-strings-to-make-palindrome,Medium,378,178,13748,44263,31.0598016401961,2.1235955056179776
1860,Incremental Memory Leak,https://leetcode.com/problems/incremental-memory-leak,Medium,97,46,9635,13847,69.58185888640138,2.108695652173913
9,Palindrome Number,https://leetcode.com/problems/palindrome-number,Easy,3848,1835,1445755,2825696,51.164562642265835,2.09700272479564
627,Swap Salary,https://leetcode.com/problems/swap-salary,Easy,673,324,156409,197178,79.32375822860563,2.0771604938271606
1391,Check if There is a Valid Path in a Grid,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid,Medium,421,203,17310,37644,45.98342365317182,2.0738916256157633
1603,Design Parking System,https://leetcode.com/problems/design-parking-system,Easy,410,199,80234,92600,86.64578833693305,2.0603015075376883
1030,Matrix Cells in Distance Order,https://leetcode.com/problems/matrix-cells-in-distance-order,Easy,348,170,35826,52167,68.67559951693599,2.0470588235294116
657,Robot Return to Origin,https://leetcode.com/problems/robot-return-to-origin,Easy,1423,703,299885,402314,74.54003589236268,2.0241820768136556
1825,Finding MK Average,https://leetcode.com/problems/finding-mk-average,Hard,148,74,4699,15771,29.795193709974004,2.0
948,Bag of Tokens,https://leetcode.com/problems/bag-of-tokens,Medium,560,280,35640,77348,46.0774680664012,2.0
790,Domino and Tromino Tiling,https://leetcode.com/problems/domino-and-tromino-tiling,Medium,664,333,22134,53874,41.08475331328656,1.993993993993994
1221,Split a String in Balanced Strings,https://leetcode.com/problems/split-a-string-in-balanced-strings,Easy,1309,666,167458,197995,84.57688325462765,1.9654654654654655
133,Clone Graph,https://leetcode.com/problems/clone-graph,Medium,3674,1871,520432,1234821,42.14635157646331,1.9636557990379475
1128,Number of Equivalent Domino Pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs,Easy,380,196,39301,85908,45.74777669134423,1.9387755102040816
1304,Find N Unique Integers Sum up to Zero,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero,Easy,709,366,99698,130166,76.59296590507506,1.9371584699453552
1362,Closest Divisors,https://leetcode.com/problems/closest-divisors,Medium,141,73,13637,23298,58.532921280796636,1.9315068493150684
1297,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring,Medium,447,241,25762,49643,51.894526922224685,1.8547717842323652
225,Implement Stack using Queues,https://leetcode.com/problems/implement-stack-using-queues,Easy,1335,720,240551,485168,49.580969890841935,1.8541666666666667
1386,Cinema Seat Allocation,https://leetcode.com/problems/cinema-seat-allocation,Medium,317,179,14945,39975,37.38586616635397,1.770949720670391
1282,Group the People Given the Group Size They Belong To,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to,Medium,710,405,65463,77229,84.76479042846599,1.7530864197530864
1736,Latest Time by Replacing Hidden Digits,https://leetcode.com/problems/latest-time-by-replacing-hidden-digits,Easy,149,85,17823,42779,41.66296547371374,1.7529411764705882
1437,Check If All 1's Are at Least Length K Places Away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away,Easy,320,187,52059,85609,60.81019518975809,1.7112299465240641
1681,Minimum Incompatibility,https://leetcode.com/problems/minimum-incompatibility,Hard,135,79,5021,13851,36.25009024619161,1.7088607594936709
1503,Last Moment Before All Ants Fall Out of a Plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank,Medium,275,161,13431,24900,53.93975903614457,1.7080745341614907
147,Insertion Sort List,https://leetcode.com/problems/insertion-sort-list,Medium,1216,712,241582,528649,45.6979962129882,1.7078651685393258
675,Cut Off Trees for Golf Event,https://leetcode.com/problems/cut-off-trees-for-golf-event,Hard,750,441,47291,133154,35.51601904561635,1.7006802721088434
419,Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board,Medium,1103,661,124164,172148,72.1263099193717,1.6686838124054464
1096,Brace Expansion II,https://leetcode.com/problems/brace-expansion-ii,Hard,312,187,15521,24950,62.208416833667336,1.6684491978609626
1144,Decrease Elements To Make Array Zigzag,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag,Medium,216,131,12700,27216,46.66372721928278,1.6488549618320612
1909,Remove One Element to Make the Array Strictly Increasing,https://leetcode.com/problems/remove-one-element-to-make-the-array-strictly-increasing,Easy,226,138,13241,44339,29.863100205236925,1.6376811594202898
1201,Ugly Number III,https://leetcode.com/problems/ugly-number-iii,Medium,547,335,15490,57333,27.01759893952872,1.6328358208955225
626,Exchange Seats,https://leetcode.com/problems/exchange-seats,Medium,525,322,81151,120056,67.59428933164523,1.6304347826086956
1806,Minimum Number of Operations to Reinitialize a Permutation,https://leetcode.com/problems/minimum-number-of-operations-to-reinitialize-a-permutation,Medium,143,88,10797,15345,70.36168132942326,1.625
837,New 21 Game,https://leetcode.com/problems/new-21-game,Medium,813,509,26122,73027,35.77033152121818,1.5972495088408645
397,Integer Replacement,https://leetcode.com/problems/integer-replacement,Medium,618,387,70380,207422,33.930827009671106,1.5968992248062015
703,Kth Largest Element in a Stream,https://leetcode.com/problems/kth-largest-element-in-a-stream,Easy,1491,945,150748,291743,51.67150540030095,1.5777777777777777
1680,Concatenation of Consecutive Binary Numbers,https://leetcode.com/problems/concatenation-of-consecutive-binary-numbers,Medium,276,182,29923,57274,52.24534692879841,1.5164835164835164
1116,Print Zero Even Odd,https://leetcode.com/problems/print-zero-even-odd,Medium,273,182,25311,43329,58.415841584158414,1.5
859,Buddy Strings,https://leetcode.com/problems/buddy-strings,Easy,1148,767,100955,351292,28.738200699133486,1.4967405475880051
587,Erect the Fence,https://leetcode.com/problems/erect-the-fence,Hard,311,209,11529,31300,36.83386581469649,1.4880382775119618
228,Summary Ranges,https://leetcode.com/problems/summary-ranges,Easy,1142,775,227586,521540,43.637304904705296,1.4735483870967743
262,Trips and Users,https://leetcode.com/problems/trips-and-users,Hard,564,383,90860,247649,36.689023577724925,1.4725848563968669
697,Degree of an Array,https://leetcode.com/problems/degree-of-an-array,Easy,1547,1055,121636,221351,54.95163789637273,1.4663507109004739
91,Decode Ways,https://leetcode.com/problems/decode-ways,Medium,5239,3573,634869,2240536,28.335585770547763,1.466274839070809
638,Shopping Offers,https://leetcode.com/problems/shopping-offers,Medium,831,568,40662,75381,53.94197476817766,1.4630281690140845
192,Word Frequency,https://leetcode.com/problems/word-frequency,Medium,286,196,33203,130109,25.51937221867819,1.4591836734693877
529,Minesweeper,https://leetcode.com/problems/minesweeper,Medium,1042,721,93413,148745,62.80076641231638,1.4452149791955617
284,Peeking Iterator,https://leetcode.com/problems/peeking-iterator,Medium,859,599,142172,273630,51.9577531703395,1.4340567612687813
390,Elimination Game,https://leetcode.com/problems/elimination-game,Medium,642,451,40880,89266,45.79571169314185,1.4235033259423504
177,Nth Highest Salary,https://leetcode.com/problems/nth-highest-salary,Medium,766,541,186298,538950,34.56684293533723,1.4158964879852125
1782,Count Pairs Of Nodes,https://leetcode.com/problems/count-pairs-of-nodes,Hard,156,111,3495,9701,36.02721368931038,1.4054054054054055
1017,Convert to Base -2,https://leetcode.com/problems/convert-to-base-2,Medium,278,198,15614,26247,59.48870347087286,1.404040404040404
1719,Number Of Ways To Reconstruct A Tree,https://leetcode.com/problems/number-of-ways-to-reconstruct-a-tree,Hard,91,65,1918,4742,40.44706874736398,1.4
1298,Maximum Candies You Can Get from Boxes,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes,Hard,145,105,8777,14527,60.41853101122049,1.380952380952381
754,Reach a Number,https://leetcode.com/problems/reach-a-number,Medium,800,582,33310,81357,40.94300428973536,1.3745704467353952
268,Missing Number,https://leetcode.com/problems/missing-number,Easy,3600,2624,751290,1320450,56.8965125525389,1.3719512195121952
1179,Reformat Department Table,https://leetcode.com/problems/reformat-department-table,Easy,322,235,51855,63120,82.15304182509506,1.3702127659574468
1467,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Hard,172,127,5362,8820,60.79365079365079,1.3543307086614174
441,Arranging Coins,https://leetcode.com/problems/arranging-coins,Easy,1121,837,205693,477564,43.07129515625131,1.3393070489844683
1611,Minimum One Bit Operations to Make Integers Zero,https://leetcode.com/problems/minimum-one-bit-operations-to-make-integers-zero,Hard,217,163,6221,10229,60.81728419200313,1.3312883435582823
882,Reachable Nodes In Subdivided Graph,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph,Hard,222,167,8391,19218,43.66219169528567,1.3293413173652695
686,Repeated String Match,https://leetcode.com/problems/repeated-string-match,Medium,1141,862,111029,335513,33.092309388905946,1.3236658932714618
649,Dota2 Senate,https://leetcode.com/problems/dota2-senate,Medium,364,276,16456,41483,39.669262107369285,1.318840579710145
924,Minimize Malware Spread,https://leetcode.com/problems/minimize-malware-spread,Hard,480,364,32932,78767,41.80938717991037,1.3186813186813187
1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,https://leetcode.com/problems/partitioning-into-minimum-number-of-deci-binary-numbers,Medium,534,408,57275,65053,88.04359522235715,1.3088235294117647
1195,Fizz Buzz Multithreaded,https://leetcode.com/problems/fizz-buzz-multithreaded,Medium,286,220,22313,31252,71.39703059004223,1.3
1238,Circular Permutation in Binary Representation,https://leetcode.com/problems/circular-permutation-in-binary-representation,Medium,183,141,10353,15349,67.45064825070037,1.297872340425532
1540,Can Convert String in K Moves,https://leetcode.com/problems/can-convert-string-in-k-moves,Medium,244,189,11684,36530,31.98467013413633,1.291005291005291
457,Circular Array Loop,https://leetcode.com/problems/circular-array-loop,Medium,187,145,50577,164069,30.826664391201263,1.289655172413793
162,Find Peak Element,https://leetcode.com/problems/find-peak-element,Medium,3821,2970,575888,1290107,44.638778023838334,1.2865319865319866
1131,Maximum of Absolute Value Expression,https://leetcode.com/problems/maximum-of-absolute-value-expression,Medium,374,291,13714,26893,50.99468263116796,1.2852233676975946
1830,Minimum Number of Operations to Make String Sorted,https://leetcode.com/problems/minimum-number-of-operations-to-make-string-sorted,Hard,100,78,1872,4014,46.63677130044843,1.2820512820512822
1123,Lowest Common Ancestor of Deepest Leaves,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,Medium,849,671,57541,83702,68.74507180234643,1.2652757078986587
639,Decode Ways II,https://leetcode.com/problems/decode-ways-ii,Hard,875,706,55680,184193,30.229161803108695,1.2393767705382437
899,Orderly Queue,https://leetcode.com/problems/orderly-queue,Hard,293,237,10393,19232,54.04014143094842,1.2362869198312236
911,Online Election,https://leetcode.com/problems/online-election,Medium,546,449,33825,65250,51.839080459770116,1.2160356347438752
690,Employee Importance,https://leetcode.com/problems/employee-importance,Easy,1250,1029,137613,226204,60.83579423882867,1.2147716229348882
1328,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome,Medium,420,347,38521,77345,49.804124377787836,1.2103746397694524
87,Scramble String,https://leetcode.com/problems/scramble-string,Hard,1045,869,131625,374660,35.13185287994448,1.2025316455696202
781,Rabbits in Forest,https://leetcode.com/problems/rabbits-in-forest,Medium,506,423,29910,53394,56.01753005955725,1.1962174940898345
984,String Without AAA or BBB,https://leetcode.com/problems/string-without-aaa-or-bbb,Medium,362,303,24888,63070,39.460916442048514,1.1947194719471947
620,Not Boring Movies,https://leetcode.com/problems/not-boring-movies,Easy,398,343,152984,214401,71.3541448034291,1.1603498542274053
1694,Reformat Phone Number,https://leetcode.com/problems/reformat-phone-number,Easy,149,129,19489,30009,64.94385017827985,1.1550387596899225
1922,Count Good Numbers,https://leetcode.com/problems/count-good-numbers,Medium,185,162,10627,27470,38.68583909719695,1.1419753086419753
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance,Medium,171,150,18808,32363,58.1157494669839,1.14
804,Unique Morse Code Words,https://leetcode.com/problems/unique-morse-code-words,Easy,1016,908,195023,245768,79.35247876045702,1.118942731277533
1452,People Whose List of Favorite Companies Is Not a Subset of Another List,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Medium,193,174,16358,29387,55.66406914622112,1.1091954022988506
777,Swap Adjacent in LR String,https://leetcode.com/problems/swap-adjacent-in-lr-string,Medium,595,547,41127,114958,35.77567459419962,1.0877513711151736
466,Count The Repetitions,https://leetcode.com/problems/count-the-repetitions,Hard,245,226,13054,45414,28.74444004051614,1.084070796460177
306,Additive Number,https://leetcode.com/problems/additive-number,Medium,608,561,63117,210321,30.009842098506567,1.0837789661319073
492,Construct the Rectangle,https://leetcode.com/problems/construct-the-rectangle,Easy,325,300,69234,134680,51.406296406296406,1.0833333333333333
982,Triples with Bitwise AND Equal To Zero,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero,Hard,182,168,10811,18950,57.050131926121374,1.0833333333333333
1390,Four Divisors,https://leetcode.com/problems/four-divisors,Medium,142,132,17047,42596,40.02018968917269,1.0757575757575757
1042,Flower Planting With No Adjacent,https://leetcode.com/problems/flower-planting-with-no-adjacent,Medium,646,602,45833,93313,49.11748630951743,1.0730897009966778
475,Heaters,https://leetcode.com/problems/heaters,Medium,1041,971,77763,227201,34.22652189030858,1.0720906282183316
1763,Longest Nice Substring,https://leetcode.com/problems/longest-nice-substring,Easy,268,250,13419,21921,61.21527302586561,1.072
1003,Check If Word Is Valid After Substitutions,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions,Medium,436,408,34545,60319,57.270511779041435,1.0686274509803921
1317,Convert Integer to the Sum of Two No-Zero Integers,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers,Easy,198,186,25510,44571,57.23452469094254,1.064516129032258
1240,Tiling a Rectangle with the Fewest Squares,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares,Hard,375,353,12962,24668,52.54580833468461,1.0623229461756374
303,Range Sum Query - Immutable,https://leetcode.com/problems/range-sum-query-immutable,Easy,1572,1481,299517,574398,52.14450607418549,1.061444969615125
219,Contains Duplicate II,https://leetcode.com/problems/contains-duplicate-ii,Easy,1615,1522,366600,920966,39.80602975571303,1.0611038107752957
263,Ugly Number,https://leetcode.com/problems/ugly-number,Easy,929,877,255427,612216,41.72171259816796,1.0592930444697835
349,Intersection of Two Arrays,https://leetcode.com/problems/intersection-of-two-arrays,Easy,1776,1682,530132,793734,66.78962977521437,1.055885850178359
28,Implement strStr(),https://leetcode.com/problems/implement-strstr,Easy,2833,2687,980085,2740492,35.76310385142522,1.0543356903609975
1592,Rearrange Spaces Between Words,https://leetcode.com/problems/rearrange-spaces-between-words,Easy,181,172,24190,55284,43.755878735257944,1.052325581395349
1078,Occurrences After Bigram,https://leetcode.com/problems/occurrences-after-bigram,Easy,273,262,43870,67974,64.53938270515197,1.0419847328244274
782,Transform to Chessboard,https://leetcode.com/problems/transform-to-chessboard,Hard,169,164,7017,14908,47.06868795277703,1.0304878048780488
707,Design Linked List,https://leetcode.com/problems/design-linked-list,Medium,1003,975,133516,506004,26.386352677053935,1.0287179487179487
172,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes,Easy,1545,1519,282542,712981,39.62826498882859,1.0171165240289664
851,Loud and Rich,https://leetcode.com/problems/loud-and-rich,Medium,430,424,17653,32683,54.01278952360554,1.0141509433962264
756,Pyramid Transition Matrix,https://leetcode.com/problems/pyramid-transition-matrix,Medium,407,402,25303,45151,56.04084073442449,1.0124378109452736
1276,Number of Burgers with No Waste of Ingredients,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients,Medium,172,170,15566,30758,50.607971909747064,1.011764705882353
1519,Number of Nodes in the Sub-Tree With the Same Label,https://leetcode.com/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,Medium,295,296,13559,35483,38.21266521996449,0.9966216216216216
1015,Smallest Integer Divisible by K,https://leetcode.com/problems/smallest-integer-divisible-by-k,Medium,400,404,28636,68014,42.10309642132502,0.9900990099009901
1021,Remove Outermost Parentheses,https://leetcode.com/problems/remove-outermost-parentheses,Easy,952,969,147437,185501,79.48043406774087,0.9824561403508771
258,Add Digits,https://leetcode.com/problems/add-digits,Easy,1337,1363,371758,625146,59.46738841806554,0.9809244314013206
1163,Last Substring in Lexicographical Order,https://leetcode.com/problems/last-substring-in-lexicographical-order,Hard,373,385,26854,74643,35.976581863001215,0.9688311688311688
220,Contains Duplicate III,https://leetcode.com/problems/contains-duplicate-iii,Medium,1782,1843,179431,835379,21.478993367082484,0.9669017905588714
655,Print Binary Tree,https://leetcode.com/problems/print-binary-tree,Medium,59,62,42630,74206,57.448184782901656,0.9516129032258065
852,Peak Index in a Mountain Array,https://leetcode.com/problems/peak-index-in-a-mountain-array,Easy,1388,1460,256793,359308,71.46876774243825,0.9506849315068493
69,Sqrt(x),https://leetcode.com/problems/sqrtx,Easy,2440,2582,803582,2239702,35.87896961292172,0.9450038729666925
744,Find Smallest Letter Greater Than Target,https://leetcode.com/problems/find-smallest-letter-greater-than-target,Easy,857,911,123395,269408,45.80227758641169,0.9407244785949506
384,Shuffle an Array,https://leetcode.com/problems/shuffle-an-array,Medium,389,415,209558,378418,55.37738691077063,0.9373493975903614
299,Bulls and Cows,https://leetcode.com/problems/bulls-and-cows,Medium,1076,1148,228602,501022,45.62713812966297,0.9372822299651568
1808,Maximize Number of Nice Divisors,https://leetcode.com/problems/maximize-number-of-nice-divisors,Hard,115,123,3892,13662,28.48777631386327,0.9349593495934959
843,Guess the Word,https://leetcode.com/problems/guess-the-word,Hard,930,998,87179,193877,44.96613832481419,0.9318637274549099
1785,Minimum Elements to Add to Form a Given Sum,https://leetcode.com/problems/minimum-elements-to-add-to-form-a-given-sum,Medium,109,118,11717,29041,40.34640680417341,0.923728813559322
720,Longest Word in Dictionary,https://leetcode.com/problems/longest-word-in-dictionary,Medium,1064,1166,94123,188514,49.928917746162085,0.9125214408233276
877,Stone Game,https://leetcode.com/problems/stone-game,Medium,1582,1740,131570,192446,68.3672302879769,0.9091954022988505
30,Substring with Concatenation of All Words,https://leetcode.com/problems/substring-with-concatenation-of-all-words,Hard,1450,1600,219898,813438,27.03316048672425,0.90625
488,Zuma Game,https://leetcode.com/problems/zuma-game,Hard,305,337,18411,48776,37.74602263408234,0.9050445103857567
1895,Largest Magic Square,https://leetcode.com/problems/largest-magic-square,Medium,152,168,5995,12008,49.925049966688874,0.9047619047619048
412,Fizz Buzz,https://leetcode.com/problems/fizz-buzz,Easy,1529,1706,512225,789490,64.88049246982229,0.8962485345838218
500,Keyboard Row,https://leetcode.com/problems/keyboard-row,Easy,719,803,133902,200733,66.70652060199369,0.8953922789539228
833,Find And Replace in String,https://leetcode.com/problems/find-and-replace-in-string,Medium,533,597,71644,137161,52.23350660902152,0.8927973199329984
1625,Lexicographically Smallest String After Applying Operations,https://leetcode.com/problems/lexicographically-smallest-string-after-applying-operations,Medium,183,205,8835,13404,65.91316025067144,0.8926829268292683
762,Prime Number of Set Bits in Binary Representation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation,Easy,370,421,59583,91104,65.40108008429927,0.8788598574821853
1226,The Dining Philosophers,https://leetcode.com/problems/the-dining-philosophers,Medium,141,161,14360,23704,60.58049274384069,0.8757763975155279
1737,Change Minimum Characters to Satisfy One of Three Conditions,https://leetcode.com/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,Medium,178,209,7151,22798,31.36678656022458,0.8516746411483254
1370,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string,Easy,426,505,46631,60018,77.69502482588557,0.8435643564356435
609,Find Duplicate File in System,https://leetcode.com/problems/find-duplicate-file-in-system,Medium,722,857,85914,135922,63.20831064875443,0.8424737456242707
1316,Distinct Echo Substrings,https://leetcode.com/problems/distinct-echo-substrings,Hard,126,150,9750,19626,49.678997248547844,0.84
885,Spiral Matrix III,https://leetcode.com/problems/spiral-matrix-iii,Medium,371,442,29292,40934,71.55909512874383,0.8393665158371041
593,Valid Square,https://leetcode.com/problems/valid-square,Medium,538,646,68406,157537,43.42218018624196,0.8328173374613003
398,Random Pick Index,https://leetcode.com/problems/random-pick-index,Medium,740,895,133324,221248,60.25997975122939,0.8268156424581006
1403,Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order,Easy,264,320,42793,59516,71.90167349956315,0.825
1946,Largest Number After Mutating Substring,https://leetcode.com/problems/largest-number-after-mutating-substring,Medium,105,128,11653,35459,32.86330691784878,0.8203125
829,Consecutive Numbers Sum,https://leetcode.com/problems/consecutive-numbers-sum,Hard,731,893,52427,131728,39.79943519980566,0.8185890257558791
532,K-diff Pairs in an Array,https://leetcode.com/problems/k-diff-pairs-in-an-array,Medium,1339,1639,178724,490157,36.46260279869511,0.8169615619280048
811,Subdomain Visit Count,https://leetcode.com/problems/subdomain-visit-count,Medium,798,977,136522,188143,72.56289099248976,0.8167860798362334
969,Pancake Sorting,https://leetcode.com/problems/pancake-sorting,Medium,889,1108,64896,93741,69.22904598841488,0.8023465703971119
595,Big Countries,https://leetcode.com/problems/big-countries,Easy,634,795,234537,295801,79.2887786045348,0.7974842767295598
1801,Number of Orders in the Backlog,https://leetcode.com/problems/number-of-orders-in-the-backlog,Medium,116,147,7639,17090,44.698654183733176,0.7891156462585034
957,Prison Cells After N Days,https://leetcode.com/problems/prison-cells-after-n-days,Medium,1091,1385,129381,324125,39.91700732741998,0.787725631768953
